0,1,2,3,4,5,6,7,8,9,10,11,12
42516,39,Private,Some-college,10,Divorced,Machine-op-inspct,Own-child,Female,0,0,40,0
42517,32,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Female,0,0,48,1
42518,52,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,Male,0,0,40,0
42519,21,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
42520,27,Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,Male,0,0,38,0
42521,46,Private,7th-8th,4,Married-spouse-absent,Transport-moving,Not-in-family,Male,0,0,45,0
42522,42,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Male,0,0,30,0
42523,79,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,20,1
42524,50,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,1
42525,19,?,HS-grad,9,Never-married,?,Own-child,Female,0,0,20,0
42526,43,Federal-gov,Some-college,10,Never-married,Adm-clerical,Other-relative,Male,2174,0,40,0
42527,51,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,0
42528,45,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,7298,0,50,1
42529,65,Private,HS-grad,9,Separated,Protective-serv,Not-in-family,Male,991,0,20,0
42530,66,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,5,1
42531,36,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,99,0
42532,26,Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,Female,0,0,36,0
42533,28,Private,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,50,0
42534,39,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,1
42535,43,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,0
42536,20,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,40,0
42537,29,Private,Some-college,10,Divorced,Tech-support,Unmarried,Male,0,0,40,0
42538,32,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,1848,50,1
42539,44,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Female,3325,0,40,0
42540,18,?,Some-college,10,Never-married,?,Own-child,Female,0,0,40,0
42541,60,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
42542,34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
42543,60,Private,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,Female,0,0,40,0
42544,38,Private,11th,7,Divorced,Sales,Unmarried,Female,0,0,40,0
42545,29,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
42546,41,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,1408,40,0
42547,49,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,0
42548,37,Private,5th-6th,3,Separated,Other-service,Unmarried,Female,0,0,40,0
42549,37,Self-emp-not-inc,Doctorate,16,Never-married,Prof-specialty,Not-in-family,Female,0,2559,60,1
42550,43,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,38,1
42551,41,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,Female,4650,0,55,0
42552,37,Private,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,40,0
42553,19,Private,9th,5,Never-married,Craft-repair,Other-relative,Male,0,0,60,0
42554,29,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,35,0
42555,40,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,15,0
42556,53,Private,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
42557,27,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,55,0
42558,44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,7298,0,50,1
42559,29,Private,Assoc-acdm,12,Divorced,Craft-repair,Unmarried,Female,0,0,38,0
42560,25,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
42561,38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,55,0
42562,48,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
42563,18,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,12,0
42564,50,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Male,0,1408,50,0
42565,37,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,1
42566,48,Private,Bachelors,13,Widowed,Other-service,Unmarried,Female,0,0,20,0
42567,50,Private,Some-college,10,Never-married,Other-service,Not-in-family,Male,0,0,32,0
42568,74,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,6767,0,6,0
42569,24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,30,0
42570,34,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,1
42571,19,Private,Some-college,10,Never-married,Sales,Own-child,Male,0,0,40,0
42572,39,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,0
42573,40,Private,Some-college,10,Divorced,Other-service,Not-in-family,Female,0,0,40,0
42574,30,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Female,0,0,40,0
42575,27,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,0
42576,23,?,9th,5,Divorced,?,Not-in-family,Female,0,0,35,0
42577,68,?,7th-8th,4,Widowed,?,Not-in-family,Female,0,1668,40,0
42578,46,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
42579,24,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Female,0,0,50,0
42580,18,Private,12th,8,Never-married,Other-service,Own-child,Male,0,0,20,0
42581,50,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,1
42582,42,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
42583,42,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
42584,37,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,Male,3471,0,40,0
42585,57,Private,Some-college,10,Widowed,Tech-support,Not-in-family,Female,0,0,16,0
42586,27,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,1
42587,31,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
42588,34,Local-gov,Masters,14,Separated,Prof-specialty,Unmarried,Female,0,0,40,0
42589,55,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Other-relative,Female,0,0,40,0
42590,56,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
42591,36,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,1672,38,0
42592,35,State-gov,Some-college,10,Never-married,Farming-fishing,Own-child,Male,0,0,40,0
42593,63,?,Masters,14,Never-married,?,Not-in-family,Female,0,0,3,0
42594,28,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,0
42595,38,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Male,0,0,40,0
42596,30,Self-emp-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,60,0
42597,18,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,20,0
42598,35,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,1
42599,53,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Female,0,0,40,0
42600,46,Private,Prof-school,15,Divorced,Prof-specialty,Unmarried,Female,0,0,40,0
42601,45,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
42602,35,Private,10th,6,Married-civ-spouse,Other-service,Husband,Male,0,0,60,0
42603,41,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Male,0,0,40,0
42604,60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,70,1
42605,18,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,1602,15,0
42606,19,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,0
42607,24,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,1579,50,0
42608,56,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,40,1
42609,28,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,Male,0,0,70,0
42610,29,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,32,0
42611,35,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,40,0
42612,27,?,Some-college,10,Never-married,?,Unmarried,Female,0,0,40,0
42613,55,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,1977,55,1
42614,18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Male,0,0,35,0
42615,53,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,40,0
42616,26,Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,20,0
42617,55,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,1
42618,45,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
42619,28,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,0
42620,32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
42621,27,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
42622,35,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Female,0,0,40,0
42623,36,Private,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Female,0,0,37,0
42624,41,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,15024,0,45,1
42625,23,Private,Bachelors,13,Never-married,Sales,Own-child,Male,0,0,20,0
42626,22,Private,12th,8,Never-married,Transport-moving,Other-relative,Male,0,0,40,0
42627,36,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Unmarried,Male,25236,0,40,1
42628,65,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
42629,59,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,41,1
42630,25,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,40,0
42631,33,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,1887,40,1
42632,31,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
42633,50,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
42634,49,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,1
42635,43,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Female,0,0,40,0
42636,23,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,Female,0,0,40,0
42637,34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,3103,0,40,1
42638,23,Private,Some-college,10,Divorced,Sales,Own-child,Female,0,0,40,0
42639,63,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
42640,33,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Male,0,0,40,0
42641,51,Self-emp-inc,Bachelors,13,Divorced,Farming-fishing,Unmarried,Male,0,0,50,0
42642,31,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,45,0
42643,32,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,Female,2597,0,40,0
42644,48,?,Some-college,10,Married-civ-spouse,?,Husband,Male,0,0,40,1
42645,31,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,36,0
42646,47,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
42647,54,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,1
42648,23,Private,Some-college,10,Never-married,Sales,Not-in-family,Male,0,0,40,0
42649,34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
42650,46,Private,11th,7,Married-civ-spouse,Other-service,Wife,Female,0,0,35,1
42651,34,Private,Assoc-acdm,12,Divorced,Sales,Not-in-family,Male,0,0,50,1
42652,31,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,50,0
42653,41,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,0
42654,41,?,HS-grad,9,Never-married,?,Own-child,Female,0,0,40,0
42655,27,Self-emp-not-inc,Assoc-voc,11,Never-married,Prof-specialty,Other-relative,Male,0,0,30,0
42656,30,?,11th,7,Never-married,?,Own-child,Female,0,0,40,0
42657,23,Private,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,40,0
42658,24,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Female,0,0,20,0
42659,59,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
42660,56,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,5013,0,40,0
42661,35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
42662,59,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,45,0
42663,47,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
42664,51,Self-emp-not-inc,HS-grad,9,Divorced,Sales,Not-in-family,Female,0,0,44,0
42665,42,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,Female,0,0,45,0
42666,29,Federal-gov,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Female,0,0,40,0
42667,23,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,Male,0,0,45,0
42668,43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,0
42669,46,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
42670,30,Private,Some-college,10,Separated,Adm-clerical,Not-in-family,Female,0,0,40,0
42671,23,Private,Some-college,10,Never-married,Tech-support,Own-child,Female,0,0,20,0
42672,29,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,35,0
42673,33,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Female,0,0,45,0
42674,33,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,2105,0,40,0
42675,46,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,45,0
42676,35,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,Female,0,0,40,0
42677,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1887,40,1
42678,25,Private,HS-grad,9,Separated,Exec-managerial,Unmarried,Female,0,0,37,0
42679,35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
42680,30,Private,7th-8th,4,Never-married,Machine-op-inspct,Unmarried,Male,0,0,42,0
42681,39,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,84,1
42682,37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,55,0
42683,22,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,42,0
42684,25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,0
42685,50,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Female,0,0,40,0
42686,64,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,45,1
42687,33,Private,Assoc-voc,11,Separated,Prof-specialty,Not-in-family,Male,0,0,45,0
42688,59,Self-emp-inc,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
42689,24,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
42690,41,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,55,0
42691,38,?,9th,5,Never-married,?,Own-child,Female,0,0,12,0
42692,60,Private,Bachelors,13,Divorced,Exec-managerial,Own-child,Male,0,0,60,0
42693,19,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Male,0,0,30,0
42694,23,Private,Some-college,10,Never-married,Craft-repair,Other-relative,Male,0,0,40,0
42695,57,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,Male,99999,0,40,1
42696,36,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,Male,0,1977,40,1
42697,17,?,10th,6,Never-married,?,Own-child,Male,0,0,40,0
42698,24,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Male,0,0,40,0
42699,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,1
42700,27,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,45,1
42701,43,Private,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Female,0,0,55,0
42702,21,?,Some-college,10,Never-married,?,Own-child,Male,0,0,40,0
42703,54,Private,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,Female,0,0,40,0
42704,22,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,45,0
42705,29,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,50,0
42706,22,Private,12th,8,Never-married,Farming-fishing,Not-in-family,Male,0,0,50,0
42707,37,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,1
42708,38,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,1
42709,34,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
42710,45,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,84,1
42711,28,Private,1st-4th,2,Never-married,Priv-house-serv,Not-in-family,Female,0,0,40,0
42712,68,Private,Doctorate,16,Divorced,Prof-specialty,Not-in-family,Female,0,0,40,0
42713,36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
42714,20,Private,9th,5,Never-married,Other-service,Unmarried,Male,0,0,30,0
42715,24,Private,Some-college,10,Never-married,Craft-repair,Own-child,Female,0,0,45,0
42716,38,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,Female,0,0,40,0
42717,32,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,0
42718,34,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,7298,0,50,1
42719,47,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Female,2174,0,40,0
42720,28,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Female,0,0,50,0
42721,32,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
42722,58,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
42723,64,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,35,1
42724,38,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,50,0
42725,43,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
42726,28,Private,12th,8,Divorced,Farming-fishing,Not-in-family,Male,0,0,40,0
42727,21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,40,0
42728,23,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Female,0,0,20,0
42729,25,Private,9th,5,Never-married,Handlers-cleaners,Own-child,Male,2907,0,40,0
42730,41,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,Male,2354,0,40,0
42731,24,?,HS-grad,9,Never-married,?,Not-in-family,Female,0,0,36,0
42732,41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
42733,27,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
42734,54,Private,7th-8th,4,Widowed,Other-service,Unmarried,Male,0,0,30,0
42735,28,Local-gov,HS-grad,9,Separated,Transport-moving,Own-child,Female,0,0,25,0
42736,29,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Male,0,2042,40,0
42737,36,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,30,0
42738,41,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,60,1
42739,60,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
42740,34,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,38,0
42741,32,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,40,0
42742,27,Private,Some-college,10,Married-civ-spouse,Sales,Wife,Female,0,0,42,1
42743,60,Private,10th,6,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
42744,39,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
42745,59,Private,12th,8,Divorced,Transport-moving,Other-relative,Male,0,0,35,0
42746,34,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,32,1
42747,36,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
42748,54,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
42749,48,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,1
42750,19,Private,7th-8th,4,Never-married,Other-service,Own-child,Male,0,0,33,0
42751,40,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
42752,25,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,45,0
42753,39,Private,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,Male,0,0,40,0
42754,34,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
42755,30,Private,HS-grad,9,Separated,Other-service,Unmarried,Female,0,0,30,0
42756,43,Private,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,24,0
42757,35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
42758,36,Local-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,1887,50,1
42759,59,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,65,1
42760,33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
42761,22,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Male,0,0,50,0
42762,48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,0
42763,54,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,Female,0,0,40,0
42764,49,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Female,0,0,38,0
42765,37,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Female,0,0,40,0
42766,45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
42767,51,Self-emp-inc,Some-college,10,Separated,Sales,Not-in-family,Female,0,0,40,0
42768,46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
42769,31,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,1
42770,29,?,10th,6,Never-married,?,Own-child,Female,0,0,38,0
42771,39,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,Female,0,0,50,1
42772,35,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,5013,0,40,0
42773,26,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,40,1
42774,51,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,7298,0,40,1
42775,31,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,6,0
42776,39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,1
42777,26,Private,11th,7,Never-married,Other-service,Other-relative,Male,0,0,30,0
42778,25,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,35,0
42779,61,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,1887,40,1
42780,49,Private,HS-grad,9,Divorced,Sales,Own-child,Female,0,0,40,0
42781,53,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,45,0
42782,52,Private,Preschool,1,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
42783,52,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,55,0
42784,74,?,Bachelors,13,Widowed,?,Not-in-family,Female,0,0,35,0
42785,50,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,0
42786,29,Private,Bachelors,13,Never-married,Sales,Not-in-family,Female,13550,0,35,1
42787,76,Private,7th-8th,4,Widowed,Protective-serv,Not-in-family,Male,0,0,30,0
42788,19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,15,0
42789,25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
42790,45,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
42791,34,Private,Assoc-acdm,12,Divorced,Adm-clerical,Own-child,Female,0,0,35,0
42792,20,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,16,0
42793,66,?,Masters,14,Widowed,?,Not-in-family,Male,0,0,6,0
42794,63,?,Bachelors,13,Married-civ-spouse,?,Wife,Female,0,0,45,0
42795,27,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,0
42796,41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,2829,0,40,0
42797,43,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,60,0
42798,23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
42799,37,Federal-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
42800,31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
42801,33,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,4,0
42802,28,Private,Assoc-acdm,12,Never-married,Sales,Own-child,Male,0,0,20,0
42803,70,?,HS-grad,9,Widowed,?,Not-in-family,Female,2993,0,20,0
42804,35,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
42805,41,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,0,0,75,1
42806,17,Private,11th,7,Never-married,Other-service,Other-relative,Female,0,0,12,0
42807,41,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,1
42808,44,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,Male,0,0,45,0
42809,47,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
42810,24,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
42811,38,Self-emp-not-inc,Assoc-voc,11,Divorced,Other-service,Unmarried,Female,0,0,40,0
42812,34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,52,0
