ID,AGE,WORKCLASS,EDUCATION,EDUCATIONAL-NUM,MARITAL-STATUS,OCCUPATION,RELATIONSHIP,GENDER,CAPITAL-GAIN,CAPITAL-LOSS,HOURS-PER-WEEK,INCOME
9180,23,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,Male,0,0,40,0
9181,24,Private,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,40,0
9182,30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,0
9183,31,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,2597,0,45,0
9184,58,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
9185,33,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,50,1
9186,32,State-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,52,1
9187,29,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,45,1
9188,61,Private,HS-grad,9,Divorced,Other-service,Other-relative,Female,0,0,99,0
9189,43,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,44,1
9190,38,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
9191,17,Private,11th,7,Never-married,Other-service,Own-child,Female,0,0,15,0
9192,36,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,1
9193,45,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,1
9194,62,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,55,0
9195,46,State-gov,Assoc-voc,11,Divorced,Adm-clerical,Own-child,Female,0,0,20,0
9196,42,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Male,0,0,38,0
9197,31,Private,Some-college,10,Divorced,Other-service,Not-in-family,Male,0,0,50,0
9198,42,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
9199,37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
9200,51,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,1902,42,1
9201,45,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
9202,73,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,25124,0,20,1
9203,19,Private,HS-grad,9,Divorced,Tech-support,Unmarried,Female,0,0,55,0
9204,29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
9205,39,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Female,13550,0,70,1
9206,32,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,1
9207,46,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Male,0,0,40,0
9208,42,Private,Prof-school,15,Married-civ-spouse,Tech-support,Husband,Male,0,0,65,1
9209,24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
9210,41,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,1
9211,64,?,HS-grad,9,Divorced,?,Not-in-family,Female,0,0,24,0
9212,28,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
9213,57,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
9214,29,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Male,0,0,45,1
9215,35,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,Female,114,0,40,0
9216,39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,30,1
9217,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
9218,40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
9219,49,Private,HS-grad,9,Separated,Sales,Not-in-family,Female,0,0,40,0
9220,32,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,Female,0,0,50,0
9221,40,Private,Some-college,10,Divorced,Other-service,Unmarried,Female,0,0,30,0
9222,29,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Female,0,0,37,0
9223,36,Self-emp-inc,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Female,0,0,25,0
9224,47,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,7688,0,42,1
9225,23,Private,Some-college,10,Divorced,Adm-clerical,Own-child,Female,0,0,40,0
9226,41,Self-emp-not-inc,Some-college,10,Widowed,Farming-fishing,Unmarried,Male,0,0,40,0
9227,41,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,Female,8614,0,50,1
9228,18,Private,12th,8,Never-married,Handlers-cleaners,Own-child,Male,0,0,22,0
9229,34,Private,Assoc-acdm,12,Divorced,Craft-repair,Unmarried,Female,7443,0,40,0
9230,38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,0
9231,34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,1
9232,62,State-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
9233,66,Self-emp-not-inc,HS-grad,9,Widowed,Tech-support,Not-in-family,Female,0,0,45,0
9234,18,Private,HS-grad,9,Never-married,Protective-serv,Not-in-family,Male,0,0,40,0
9235,41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
9236,42,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,30,0
9237,45,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,0
9238,24,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,60,0
9239,60,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
9240,39,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,40,0
9241,44,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,1887,40,1
9242,29,Private,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Male,0,0,45,0
9243,37,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,48,0
9244,21,State-gov,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,12,0
9245,48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
9246,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,5178,0,40,1
9247,23,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
9248,49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,50,1
9249,29,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
9250,34,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
9251,72,?,Assoc-voc,11,Widowed,?,Not-in-family,Female,0,2465,40,0
9252,29,Local-gov,11th,7,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
9253,45,Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,Female,0,0,30,0
9254,29,Private,11th,7,Divorced,Craft-repair,Not-in-family,Male,0,0,52,0
9255,37,State-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
9256,42,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,44,1
9257,70,?,HS-grad,9,Widowed,?,Not-in-family,Male,0,0,6,0
9258,43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
9259,63,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,48,0
9260,64,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,1421,35,0
9261,38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,0
9262,24,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,Female,0,0,40,0
9263,29,Private,HS-grad,9,Married-spouse-absent,Transport-moving,Own-child,Male,0,0,30,0
9264,30,Private,Assoc-acdm,12,Married-spouse-absent,Sales,Not-in-family,Female,0,0,40,0
9265,66,Self-emp-not-inc,HS-grad,9,Widowed,Sales,Not-in-family,Male,0,0,40,0
9266,25,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Male,0,0,40,0
9267,39,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
9268,22,Local-gov,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,30,0
9269,31,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
9270,29,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,Male,0,0,40,0
9271,52,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
9272,51,Self-emp-not-inc,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,Female,0,0,40,0
9273,40,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
9274,57,?,Some-college,10,Married-civ-spouse,?,Wife,Female,3103,0,40,1
9275,64,Self-emp-not-inc,Some-college,10,Widowed,Exec-managerial,Not-in-family,Female,0,0,60,0
9276,31,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Female,0,0,28,0
9277,74,Local-gov,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,0
9278,43,State-gov,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,30,0
9279,80,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,99999,0,54,1
9280,28,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,50,1
9281,77,Local-gov,7th-8th,4,Widowed,Adm-clerical,Not-in-family,Female,0,0,40,0
9282,68,Private,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Female,0,0,24,0
9283,51,State-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,38,0
9284,21,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
9285,43,Private,12th,8,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
9286,42,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Male,0,0,40,0
9287,48,Private,Masters,14,Divorced,Exec-managerial,Unmarried,Female,0,0,40,0
9288,30,Private,11th,7,Separated,Sales,Not-in-family,Male,0,0,40,0
9289,34,?,7th-8th,4,Married-civ-spouse,?,Wife,Female,0,0,40,0
9290,32,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,42,0
9291,56,Private,HS-grad,9,Never-married,Sales,Own-child,Male,0,0,40,0
9292,50,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
9293,40,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,1719,40,0
9294,23,Federal-gov,11th,7,Never-married,Adm-clerical,Unmarried,Female,0,0,40,0
9295,54,Private,Some-college,10,Separated,Tech-support,Other-relative,Female,4101,0,40,0
9296,28,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,40,0
9297,34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,1
9298,48,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,1
9299,56,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,99,0
9300,31,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,42,0
9301,42,Private,Bachelors,13,Divorced,Sales,Unmarried,Female,0,0,50,0
9302,36,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,35,0
9303,52,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,Male,0,3770,40,0
9304,55,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
9305,25,Private,11th,7,Married-civ-spouse,Craft-repair,Own-child,Male,2580,0,30,0
9306,35,State-gov,HS-grad,9,Never-married,Other-service,Other-relative,Male,0,0,40,0
9307,51,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Male,0,0,99,1
9308,19,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Female,0,0,40,0
9309,59,Private,11th,7,Widowed,Transport-moving,Unmarried,Female,0,0,40,0
9310,19,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,80,0
9311,46,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
9312,32,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,45,0
9313,46,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
9314,26,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,25,0
9315,55,Private,HS-grad,9,Married-spouse-absent,Priv-house-serv,Not-in-family,Female,0,0,36,0
9316,28,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,Female,0,0,40,0
9317,61,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Male,3103,0,40,1
9318,35,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Other-relative,Male,0,0,40,1
9319,21,?,Some-college,10,Never-married,?,Not-in-family,Male,0,0,40,0
9320,52,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,35,0
9321,21,Private,Some-college,10,Never-married,Sales,Own-child,Male,0,0,8,0
9322,33,Local-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
9323,38,Self-emp-inc,Assoc-voc,11,Divorced,Farming-fishing,Not-in-family,Male,0,0,50,0
9324,44,Private,HS-grad,9,Divorced,Sales,Unmarried,Female,0,0,60,0
9325,29,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,8614,0,50,1
9326,39,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Male,0,0,40,0
9327,32,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,60,0
9328,47,Private,HS-grad,9,Divorced,Tech-support,Unmarried,Female,0,0,55,0
9329,28,Private,Assoc-acdm,12,Never-married,Adm-clerical,Other-relative,Male,0,0,35,0
9330,59,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,55,1
9331,38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,5178,0,48,1
9332,23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Female,0,0,15,0
9333,44,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
9334,55,Federal-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,Male,0,0,40,1
9335,65,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,1
9336,19,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,14,0
9337,58,Private,11th,7,Married-civ-spouse,Protective-serv,Husband,Male,0,0,35,0
9338,49,Private,Masters,14,Divorced,Sales,Unmarried,Female,0,0,20,0
9339,44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,40,1
9340,44,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,35,0
9341,33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
9342,38,Self-emp-not-inc,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,50,0
9343,37,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,54,1
9344,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
9345,28,Private,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
9346,27,Private,Masters,14,Never-married,Tech-support,Not-in-family,Male,0,0,55,0
9347,49,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,1
9348,28,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,0
9349,61,Local-gov,11th,7,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
9350,41,State-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,0
9351,20,State-gov,Some-college,10,Never-married,Transport-moving,Own-child,Male,0,0,30,0
9352,40,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
9353,57,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,60,1
9354,36,?,Bachelors,13,Never-married,?,Own-child,Female,0,0,50,0
9355,62,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
9356,31,Private,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
9357,31,Private,11th,7,Married-civ-spouse,Other-service,Wife,Female,0,0,40,0
9358,68,Private,HS-grad,9,Widowed,Other-service,Not-in-family,Female,0,0,48,0
9359,18,Private,HS-grad,9,Never-married,Sales,Own-child,Female,0,0,19,0
9360,30,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,0
9361,42,?,Bachelors,13,Divorced,?,Not-in-family,Female,0,0,12,0
9362,38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,44,0
9363,19,Private,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,37,0
9364,22,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Female,0,0,40,0
9365,46,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
9366,57,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
9367,65,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,10,0
9368,18,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
9369,67,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Female,0,0,45,0
9370,28,Private,Some-college,10,Never-married,Sales,Other-relative,Female,0,0,40,0
9371,30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,24,1
9372,20,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Male,0,0,40,0
9373,32,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,15,0
9374,35,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
9375,38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
9376,23,Private,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,Female,0,0,40,0
9377,64,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,35,0
9378,33,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,8614,0,40,1
9379,24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,35,0
9380,18,?,HS-grad,9,Never-married,?,Own-child,Male,0,1602,20,0
9381,40,?,Bachelors,13,Never-married,?,Unmarried,Female,0,0,35,0
9382,27,?,HS-grad,9,Separated,?,Unmarried,Female,0,0,40,0
9383,51,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,25,0
9384,27,Private,HS-grad,9,Separated,Handlers-cleaners,Own-child,Female,0,1594,25,0
9385,48,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
9386,27,Local-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
9387,24,Private,Bachelors,13,Never-married,Sales,Not-in-family,Female,0,0,60,0
9388,31,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,45,0
9389,42,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,213,40,0
9390,51,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,50,0
9391,41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,3103,0,40,1
9392,26,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,Male,0,0,44,0
9393,69,Private,7th-8th,4,Divorced,Sales,Not-in-family,Female,0,0,40,0
9394,63,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Male,0,0,44,1
9395,35,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,48,1
9396,35,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,45,0
9397,62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,0
9398,26,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Female,0,0,62,0
9399,63,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
9400,23,Private,12th,8,Never-married,Sales,Not-in-family,Male,0,0,45,0
9401,43,Self-emp-inc,HS-grad,9,Never-married,Prof-specialty,Unmarried,Female,0,0,35,0
9402,44,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,35,1
9403,56,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
9404,54,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
9405,32,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,50,0
9406,42,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
9407,37,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
9408,24,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,40,0
9409,42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
9410,21,Private,HS-grad,9,Never-married,Sales,Other-relative,Female,0,0,19,0
9411,30,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,0
9412,43,Federal-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,75,1
9413,19,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Female,0,0,35,0
9414,30,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,2597,0,40,0
9415,26,Private,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,40,0
9416,38,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,45,0
9417,74,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,2149,30,0
9418,54,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
9419,20,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
9420,22,State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,15,0
9421,40,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,99999,0,75,1
9422,23,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,20,0
9423,22,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,20,0
9424,18,Self-emp-not-inc,9th,5,Never-married,Farming-fishing,Other-relative,Female,0,0,40,0
9425,24,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,20,0
9426,30,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,50,0
9427,38,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,41,1
9428,27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,60,0
9429,21,Private,Some-college,10,Never-married,Sales,Not-in-family,Female,0,0,55,0
9430,43,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
9431,26,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,Male,0,0,40,0
9432,38,Federal-gov,10th,6,Divorced,Adm-clerical,Unmarried,Female,0,1380,50,0
9433,58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
9434,17,Private,11th,7,Never-married,Sales,Not-in-family,Female,0,0,36,0
9435,63,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,50,1
9436,36,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
9437,21,?,Some-college,10,Never-married,?,Own-child,Male,0,0,50,0
9438,21,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,48,0
9439,51,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,Male,0,0,46,1
9440,51,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,70,0
9441,43,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,30,0
9442,47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,65,1
9443,68,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,24,0
9444,18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,Male,0,0,23,0
9445,34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,1
9446,49,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,5013,0,40,0
9447,65,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,30,0
9448,19,Private,HS-grad,9,Never-married,Other-service,Unmarried,Male,0,0,40,0
9449,59,Self-emp-not-inc,HS-grad,9,Widowed,Exec-managerial,Not-in-family,Female,13550,0,60,1
9450,29,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
9451,33,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,Male,7298,0,60,1
9452,39,Private,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,Female,0,3004,40,1
9453,64,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,12,0
9454,48,Federal-gov,HS-grad,9,Divorced,Farming-fishing,Other-relative,Male,0,0,40,0
9455,37,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
9456,26,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Female,0,0,40,0
9457,31,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,0
9458,30,Private,Assoc-voc,11,Separated,Tech-support,Own-child,Female,0,0,40,0
9459,54,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
9460,62,Private,HS-grad,9,Never-married,Protective-serv,Not-in-family,Male,0,0,40,0
9461,59,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,1
9462,44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,65,0
9463,40,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,55,0
9464,32,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,1
9465,28,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,Male,0,0,40,0
9466,31,Private,Some-college,10,Separated,Sales,Not-in-family,Male,2174,0,52,0
9467,38,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,1
9468,39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
9469,47,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,4064,0,40,0
9470,43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,47,1
