AGE,WORKCLASS,EDUCATION,EDUCATIONAL-NUM,MARITAL-STATUS,OCCUPATION,RELATIONSHIP,GENDER,CAPITAL-GAIN,CAPITAL-LOSS,HOURS-PER-WEEK,INCOME
47,Private,Some-college,10,Divorced,Sales,Unmarried,Male,0,0,50,0
19,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,25,0
37,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,3464,0,40,0
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,51,0
69,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,Male,0,0,8,0
22,?,Some-college,10,Never-married,?,Own-child,Male,0,0,25,0
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Male,0,0,14,0
42,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Male,0,0,40,0
30,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Male,0,0,72,1
28,Private,Masters,14,Married-spouse-absent,Sales,Not-in-family,Female,0,0,80,1
27,Private,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
53,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,0
35,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,1651,40,0
22,Private,12th,8,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
25,Private,HS-grad,9,Separated,Protective-serv,Own-child,Male,0,0,40,0
38,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,1887,40,1
27,Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,Female,0,0,35,0
30,Private,9th,5,Married-civ-spouse,Other-service,Husband,Male,0,0,37,0
27,Private,Bachelors,13,Divorced,Prof-specialty,Own-child,Female,0,0,50,0
25,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,0
36,?,HS-grad,9,Widowed,?,Not-in-family,Female,0,0,4,0
32,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Female,0,0,40,0
70,Private,10th,6,Widowed,Craft-repair,Unmarried,Male,0,0,45,0
50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
40,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,Female,0,0,35,0
34,Private,11th,7,Married-spouse-absent,Craft-repair,Not-in-family,Male,0,0,55,0
57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,0
39,Private,Masters,14,Never-married,Other-service,Not-in-family,Female,0,0,32,0
49,Private,Some-college,10,Divorced,Other-service,Unmarried,Female,0,0,40,0
43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Male,5178,0,40,1
26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,45,0
31,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
60,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,50,0
46,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,50,1
26,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,7298,0,55,1
27,Private,Prof-school,15,Never-married,Prof-specialty,Own-child,Female,0,0,40,0
31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,0
59,Private,HS-grad,9,Widowed,Exec-managerial,Unmarried,Female,0,0,50,0
19,?,Some-college,10,Never-married,?,Own-child,Female,0,0,20,0
18,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,24,0
22,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,0
24,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Own-child,Female,0,0,20,0
53,State-gov,10th,6,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,1
43,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,42,1
24,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,50,1
60,Private,10th,6,Widowed,Tech-support,Unmarried,Female,0,0,40,0
24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
52,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,0
32,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Male,0,0,99,1
34,Private,10th,6,Separated,Other-service,Not-in-family,Female,0,0,35,0
35,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,1
38,Private,9th,5,Married-spouse-absent,Handlers-cleaners,Not-in-family,Male,0,0,40,0
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,4508,0,90,0
53,Local-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Female,0,0,50,1
23,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
40,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
50,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,1
17,Private,10th,6,Never-married,Sales,Own-child,Female,0,0,20,0
53,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Female,0,1876,54,0
32,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,Male,0,0,50,1
43,?,HS-grad,9,Never-married,?,Other-relative,Female,0,0,40,0
18,Private,11th,7,Never-married,Sales,Own-child,Male,0,0,16,0
62,Private,10th,6,Divorced,Other-service,Own-child,Female,0,0,40,0
45,Private,Masters,14,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
46,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,70,0
73,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
64,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,1
26,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,45,1
23,Private,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,48,0
30,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Male,0,0,40,0
51,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
35,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Unmarried,Female,0,0,55,0
39,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,13550,0,45,1
35,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
41,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Female,0,0,40,0
31,Private,Some-college,10,Divorced,Craft-repair,Own-child,Male,4650,0,40,0
40,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,1
46,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
31,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Female,0,0,30,0
41,Self-emp-inc,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,40,0
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,3137,0,40,0
23,Private,HS-grad,9,Never-married,Sales,Own-child,Male,0,0,40,0
21,?,Some-college,10,Never-married,?,Own-child,Male,0,0,35,0
49,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,45,1
53,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,Male,0,0,40,0
38,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,Female,4787,0,43,1
36,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Female,0,0,40,0
32,Private,Some-college,10,Never-married,Craft-repair,Unmarried,Male,0,0,72,0
20,Private,11th,7,Never-married,Transport-moving,Other-relative,Male,0,0,40,0
17,?,11th,7,Never-married,?,Own-child,Male,0,0,10,0
22,Private,Some-college,10,Never-married,Tech-support,Other-relative,Female,0,0,32,0
25,Private,Assoc-voc,11,Never-married,Craft-repair,Unmarried,Male,0,0,40,0
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,1902,40,0
24,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,Male,0,0,20,0
48,State-gov,HS-grad,9,Divorced,Craft-repair,Own-child,Male,8614,0,40,1
20,Private,1st-4th,2,Never-married,Farming-fishing,Not-in-family,Male,0,0,30,0
60,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
20,Private,HS-grad,9,Never-married,Other-service,Other-relative,Male,0,0,30,0
52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,1
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,Female,0,0,40,1
46,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
22,Private,11th,7,Never-married,Sales,Unmarried,Female,0,0,25,0
19,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Female,0,0,35,0
37,Private,HS-grad,9,Never-married,Sales,Unmarried,Male,0,0,40,0
30,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,Female,0,0,40,1
44,Private,Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,Male,0,0,25,0
63,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,25,0
22,Private,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,45,0
31,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,3908,0,50,0
17,Private,11th,7,Never-married,Adm-clerical,Own-child,Male,0,0,40,0
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
67,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
46,Private,7th-8th,4,Divorced,Exec-managerial,Not-in-family,Male,0,0,40,0
29,Private,HS-grad,9,Divorced,Handlers-cleaners,Own-child,Male,0,0,50,0
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Female,0,0,6,0
27,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,24,0
35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,30,0
36,Private,12th,8,Separated,Other-service,Unmarried,Female,0,0,40,0
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,50,1
62,State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Male,0,0,40,0
28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Male,0,2339,40,0
18,Private,11th,7,Never-married,Other-service,Own-child,Female,0,0,15,0
59,Private,Prof-school,15,Married-civ-spouse,Transport-moving,Husband,Male,15024,0,50,1
37,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Male,0,0,40,0
27,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,40,0
46,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,Female,0,0,43,0
29,Private,11th,7,Separated,Sales,Not-in-family,Female,0,2754,42,0
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,40,1
62,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
46,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,2415,55,1
28,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
22,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,35,0
46,Federal-gov,Masters,14,Married-civ-spouse,Armed-Forces,Husband,Male,0,1887,40,1
54,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,1977,40,1
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,72,0
67,?,Doctorate,16,Married-civ-spouse,?,Husband,Male,0,0,20,1
62,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,20,1
30,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,20,0
49,?,7th-8th,4,Married-civ-spouse,?,Husband,Male,0,0,99,0
27,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,Male,0,0,45,0
36,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,1
52,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,1
47,Private,12th,8,Married-spouse-absent,Exec-managerial,Not-in-family,Female,0,0,55,0
57,Local-gov,HS-grad,9,Divorced,Protective-serv,Not-in-family,Female,0,0,40,0
64,Private,Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,Female,0,0,40,0
56,?,HS-grad,9,Divorced,?,Not-in-family,Male,0,0,40,0
53,Private,11th,7,Widowed,Other-service,Own-child,Female,0,0,47,0
53,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,44,1
31,Private,Some-college,10,Separated,Sales,Unmarried,Male,0,0,40,0
41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,7688,0,45,1
45,Local-gov,HS-grad,9,Separated,Other-service,Unmarried,Female,0,0,40,0
63,?,Bachelors,13,Married-civ-spouse,?,Husband,Male,0,2179,45,0
45,State-gov,HS-grad,9,Divorced,Adm-clerical,Other-relative,Female,0,0,40,0
23,Private,Some-college,10,Never-married,Other-service,Not-in-family,Female,0,0,28,0
39,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,72,0
31,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
35,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,45,0
54,Private,Masters,14,Married-civ-spouse,Transport-moving,Husband,Male,7688,0,60,1
22,?,Some-college,10,Never-married,?,Own-child,Female,0,0,40,0
40,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,Female,5455,0,40,0
55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
58,Self-emp-inc,11th,7,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,0
31,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,1977,99,1
46,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Other-relative,Female,0,0,40,0
38,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
22,Local-gov,Some-college,10,Never-married,Prof-specialty,Own-child,Female,594,0,25,0
17,?,10th,6,Never-married,?,Own-child,Male,0,0,30,0
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,0
73,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,15,0
25,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,45,1
53,Federal-gov,Some-college,10,Divorced,Farming-fishing,Not-in-family,Male,0,0,40,0
46,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Male,7298,0,45,1
45,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,99999,0,25,1
37,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
30,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,50,0
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
29,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,0
75,?,Bachelors,13,Widowed,?,Not-in-family,Female,0,0,6,0
58,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
42,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Other-service,Wife,Female,0,0,50,0
62,Local-gov,9th,5,Divorced,Protective-serv,Not-in-family,Male,0,0,24,0
45,Local-gov,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Male,7298,0,40,1
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,1
70,?,HS-grad,9,Widowed,?,Not-in-family,Female,2009,0,40,0
42,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Sales,Husband,Male,0,0,30,0
47,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,35,1
42,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Unmarried,Male,0,0,40,0
43,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,38,1
37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
36,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Female,7298,0,39,1
27,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Female,0,0,40,0
54,Private,5th-6th,3,Married-spouse-absent,Machine-op-inspct,Unmarried,Male,0,0,40,0
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,1902,40,1
29,Private,HS-grad,9,Never-married,Other-service,Unmarried,Female,0,0,30,0
29,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,38,0
37,Private,Some-college,10,Divorced,Other-service,Not-in-family,Male,0,0,47,0
55,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
67,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,Female,0,0,20,0
51,Private,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,Male,0,0,30,0
35,Private,Masters,14,Never-married,Prof-specialty,Unmarried,Female,0,0,32,0
41,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
64,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Other-relative,Female,0,0,40,0
23,Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,55,0
49,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Female,0,0,35,0
38,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,70,0
62,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Female,0,0,40,0
62,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,10,0
70,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,14,0
45,Self-emp-not-inc,Masters,14,Divorced,Craft-repair,Not-in-family,Male,0,0,40,0
20,Private,Assoc-acdm,12,Never-married,Sales,Own-child,Female,0,0,40,0
38,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,48,0
50,Self-emp-inc,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,55,1
30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,70,0
52,Federal-gov,Some-college,10,Separated,Exec-managerial,Not-in-family,Female,0,0,40,0
28,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,50,1
62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,30,0
31,Private,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,40,0
40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
34,Private,HS-grad,9,Divorced,Sales,Not-in-family,Female,0,1590,40,0
53,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
42,Private,12th,8,Never-married,Farming-fishing,Own-child,Male,0,0,40,0
26,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Male,0,0,25,0
51,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,1
49,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,1
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
42,Private,Some-college,10,Divorced,Farming-fishing,Not-in-family,Male,0,0,40,0
31,Private,11th,7,Married-spouse-absent,Sales,Own-child,Female,0,0,40,0
26,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
50,Private,Bachelors,13,Separated,Prof-specialty,Unmarried,Female,0,0,40,0
35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
37,Private,Some-college,10,Never-married,Tech-support,Other-relative,Female,0,0,40,0
53,?,HS-grad,9,Never-married,?,Not-in-family,Male,0,1504,35,0
20,Private,Some-college,10,Never-married,Sales,Own-child,Male,0,0,16,0
31,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
28,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,35,0
46,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,1
21,Private,Some-college,10,Never-married,Prof-specialty,Own-child,Female,0,0,8,0
41,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,70,1
30,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,70,1
66,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,70,0
37,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,60,1
74,State-gov,7th-8th,4,Widowed,Handlers-cleaners,Not-in-family,Female,0,0,20,0
46,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,70,1
51,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,50,1
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,50,1
30,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Male,3464,0,40,0
47,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
49,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Female,0,0,40,0
53,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,Female,0,0,48,0
24,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,0
54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,0
32,Private,Some-college,10,Never-married,Craft-repair,Own-child,Male,0,0,40,0
45,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,45,0
46,Self-emp-inc,HS-grad,9,Married-spouse-absent,Farming-fishing,Not-in-family,Male,3325,0,45,0
37,State-gov,Some-college,10,Divorced,Other-service,Not-in-family,Male,0,0,65,0
48,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,61,1
25,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
28,?,HS-grad,9,Married-civ-spouse,?,Wife,Female,3103,0,20,0
44,?,12th,8,Separated,?,Not-in-family,Female,0,0,36,0
58,?,Some-college,10,Married-civ-spouse,?,Husband,Male,0,0,30,0
27,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Female,0,0,40,0
69,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,Male,0,0,8,0
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,52,1
47,Private,12th,8,Never-married,Adm-clerical,Other-relative,Female,0,0,40,0
30,Self-emp-not-inc,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,60,0
46,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,3674,0,30,0
27,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Female,0,0,45,0
19,Private,Some-college,10,Never-married,Sales,Own-child,Male,0,0,35,0
18,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Not-in-family,Female,3103,0,40,0
24,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,1
32,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
38,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
19,Private,Preschool,1,Never-married,Farming-fishing,Not-in-family,Male,0,0,36,0
28,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
39,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,55,0
38,Self-emp-not-inc,Some-college,10,Separated,Sales,Not-in-family,Male,0,0,60,0
42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,40,1
31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,1
46,Private,9th,5,Separated,Machine-op-inspct,Not-in-family,Female,0,0,40,0
53,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,Female,0,0,54,0
21,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,Male,0,0,15,0
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,50,0
46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,3103,0,52,1
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,45,0
24,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,Male,0,0,40,0
32,Private,10th,6,Never-married,Craft-repair,Not-in-family,Male,0,0,50,0
30,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Female,0,0,40,0
57,State-gov,Doctorate,16,Divorced,Prof-specialty,Unmarried,Female,0,0,50,0
56,Private,7th-8th,4,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,0
27,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Female,0,0,37,0
38,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Male,0,0,40,0
61,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,50,1
49,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,Female,0,0,40,0
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,38,0
50,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,1
43,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,84,1
34,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Female,0,0,48,0
28,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
55,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Female,0,0,44,0
26,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,45,1
51,Local-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,1
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
42,Private,Assoc-acdm,12,Married-spouse-absent,Exec-managerial,Unmarried,Female,0,0,31,0
